"","Region","LocalityName","LocalityCode","Treatment","Years_Since_Exclosure","Mean_Plot_Biomass_kg","Mean_Plot_Biomass_kg_m2"
"693","Trøndelag","singsaas","LAB","B",10,3.80354403,0.302676416821084
"694","Hedmark","maarud_1","M1B","B",10,22.93870125,1.82540384602287
"695","Hedmark","maarud_2","M2B","B",10,13.67397323,1.08814021563038
"696","Hedmark","maarud_3","M3B","B",10,5.21210842666667,0.414766410017461
"697","Trøndelag","sl_tydal","SEB","B",10,5.49816726,0.437530248687511
"698","Trøndelag","selbu_sl","SLB","B",10,11.094752835,0.882892378036535
"699","Trøndelag","steinkjer_1bbb","1BBUB","UB",10,8.41097775,0.669324342574224
"700","Trøndelag","namdalseid_1kub","1KUB","UB",10,17.576706525,1.39870986336466
"701","Trøndelag","nsb_verdal","1NSUB","UB",10,2.768636,0.220321052511086
"702","Trøndelag","sub_namdalseid","1SUB","UB",10,7.34983085,0.584880955333403
"703","Trøndelag","verdal_1vb","1VBUB","UB",10,1.6728185875,0.133118673548314
"704","Trøndelag","steinkjer_2bbb","2BBUB","UB",10,5.30221,0.421936465405639
"705","Trøndelag","verdal_2vb","2VBUB","UB",10,15.853535125,1.26158424031237
"706","Trøndelag","bratsberg","BRUB","UB",10,19.5729601,1.55756667542772
"707","Trøndelag","selbu_kl","KLUB","UB",10,8.0136072625,0.637702603911993
"708","Trøndelag","singsaas","LAUB","UB",10,2.059658475,0.163902413688682
"709","Hedmark","maarud_1","M1UB","UB",10,39.050896925,3.10757163889292
"710","Hedmark","maarud_2","M2UB","UB",10,14.20850865,1.13067719280573
"711","Hedmark","maarud_3","M3UB","UB",10,11.109795625,0.884089445229731
"712","Trøndelag","sl_tydal","SEUB","UB",10,16.3357736125,1.29995955982976
"713","Trøndelag","selbu_sl","SLUB","UB",10,10.66595945,0.848770084642607
"714","Trøndelag","steinkjer_1bbb","1BBB","B",11,7.92661367,0.630779873780145
"715","Trøndelag","namdalseid_1kub","1KB","B",11,7.21322261,0.574010017001861
"716","Trøndelag","nsb_verdal","1NSB","B",11,14.69742667,1.16958405263058
"717","Trøndelag","sub_namdalseid","1SB","B",11,3.563651115,0.283586345203597
"718","Trøndelag","verdal_1vb","1VBB","B",11,1.03613823,0.0824532605154936
"719","Trøndelag","steinkjer_2bbb","2BBB","B",11,9.781040775,0.778350493962316
"720","Trøndelag","verdal_2vb","2VBB","B",11,17.88086488,1.42291401620514
"721","Trøndelag","bratsberg","BRB","B",11,4.201912995,0.33437761179816
"722","Trøndelag","selbu_kl","KLB","B",11,7.641405995,0.608083768138146
"723","Trøndelag","singsaas","LAB","B",11,4.717716825,0.375423976403276
"724","Hedmark","maarud_1","M1B","B",11,27.23080125,2.16695831164523
"725","Hedmark","maarud_2","M2B","B",11,17.744878855,1.41209259217005
"726","Hedmark","maarud_3","M3B","B",11,8.28807509333333,0.659544059910411
"727","Trøndelag","sl_tydal","SEB","B",11,6.37225568,0.507087995058703
"728","Trøndelag","selbu_sl","SLB","B",11,10.10052648,0.803774358561291
"729","Trøndelag","steinkjer_1bbb","1BBUB","UB",11,6.31132985,0.502239671555465
"730","Trøndelag","namdalseid_1kub","1KUB","UB",11,15.540110725,1.23664271903956
"731","Trøndelag","nsb_verdal","1NSUB","UB",11,2.3876422375,0.190002532216559
"732","Trøndelag","sub_namdalseid","1SUB","UB",11,8.114437725,0.645726437172552
"733","Trøndelag","verdal_1vb","1VBUB","UB",11,1.2402475875,0.0986957671042115
"734","Trøndelag","steinkjer_2bbb","2BBUB","UB",11,5.320889725,0.423422950690313
"735","Trøndelag","verdal_2vb","2VBUB","UB",11,13.66559055,1.0874731431512
"736","Trøndelag","bratsberg","BRUB","UB",11,17.9232852,1.42628971801291
"737","Trøndelag","selbu_kl","KLUB","UB",11,9.2842662875,0.738818436318533
"738","Trøndelag","singsaas","LAUB","UB",11,2.40840565,0.191654832083975
"739","Hedmark","maarud_1","M1UB","UB",11,41.541068125,3.30573316670546
"740","Hedmark","maarud_2","M2UB","UB",11,15.2447514375,1.2131387737427
"741","Hedmark","maarud_3","M3UB","UB",11,11.639205025,0.926218506694389
"742","Trøndelag","sl_tydal","SEUB","UB",11,19.7409719375,1.57093663264576
"743","Trøndelag","selbu_sl","SLUB","UB",11,10.90419825,0.867728525970747
